cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C00829,2028,Political Science,0,11,4,2.04,20.6
C00175,2028,Civil & Environmental Engineering,0,26,3.51,2.87,23.5
C00946,2028,Philosophy,1,36,1.24,4,12.4
C01243,2028,Electrical & Computer Engineering,1,33,4,3.88,19.1
C03990,2028,English,1,27,1.57,4,11.5
C03647,2028,Management,0,15,3.42,2.04,19.2
C00096,2028,Computer Science,0,6,4,2.15,22.7
C00599,2028,Systems Engineering,0,29,2.74,2.19,25.5
C00318,2028,Management,1,19,3.79,3.87,20.7
C03339,2028,Cyber Science,0,22,3.6,1.6,20.1
C02788,2028,Management,0,13,2.73,2.67,16.7
C02724,2028,Economics,0,23,2.44,1.97,15.5
C01524,2028,Philosophy,0,7,2.22,2.86,14.3
C02696,2028,Economics,0,5,2.5,2.98,20.1
C03018,2028,Military & Strategic Studies,0,9,2.35,2.02,14.5
C02610,2028,Management,0,23,3.94,3.18,15.4
C03456,2028,Mechanical Engineering,1,3,3.63,4,18.3
C00923,2028,Systems Engineering,0,13,2.53,2.89,19.8
C02935,2028,Management,0,23,2.49,2.06,9.6
C01654,2028,Management,0,8,2.56,2.23,17.9
C02623,2028,Chemistry,1,13,3.34,4,19.1
C01119,2028,Mathematical Sciences,0,8,2.75,2.61,20.9
C03958,2028,Undeclared,1,30,2.66,2.63,14
C02063,2028,Biology,1,30,1.4,3.45,18.4
C02628,2028,English,0,32,1.9,2.3,18.5
C03392,2028,Management,0,27,1.97,2.28,10.5
C03402,2028,Chemistry,0,18,4,3.85,18.6
C03208,2028,Management,0,40,2.35,2.68,16
C01417,2028,Biology,0,8,3.6,2.22,20.1
C00604,2028,Systems Engineering,0,35,3.47,2.16,22.5
C03164,2028,Behavioral Sciences,1,37,2.9,4,11.5
C00886,2028,English,0,7,1.75,3.09,12.4
C00281,2028,Undeclared,0,14,2.63,2.78,20.3
C02645,2028,Aeronautical Engineering,0,2,2.44,3.17,20.7
C01998,2028,Astronautical Engineering,1,20,2.6,2.78,23
C00563,2028,Operations Research,0,39,3.46,3.56,21
C02842,2028,Management,1,31,1.48,4,8.6
C01976,2028,Political Science,0,3,2.12,2.94,14.5
C03582,2028,History,1,39,2.36,3.6,21.2
C02448,2028,Systems Engineering,0,2,2.34,2.58,19.7
C02053,2028,Civil & Environmental Engineering,0,2,3.49,3.01,26.4
C03649,2028,Astronautical Engineering,0,20,3.03,3,17.4
C01597,2028,Management,1,29,2.6,3.59,13.7
C01710,2028,Political Science,0,28,2.79,2.54,17.6
C03855,2028,Aeronautical Engineering,1,29,3.76,2.39,26.1
C01084,2028,Physics,0,40,3.93,2.62,23.9
C02230,2028,Systems Engineering,1,3,3.54,3.7,18.5
C01626,2028,Foreign Area Studies,0,26,1.43,2.88,16.3
C02304,2028,Foreign Area Studies,1,18,2.39,4,13.7
C02001,2028,Undeclared,0,36,1.59,2.47,11.7
C01912,2028,Economics,1,6,1.56,3.96,10.6
C03555,2028,Geospatial Science,0,30,3.1,3.28,18.2
C03848,2028,Systems Engineering,1,4,3.2,4,21.2
C02761,2028,Management,0,32,2.73,1.52,12.4
C00493,2028,Economics,0,22,2.64,2.47,14
C00262,2028,Systems Engineering,0,19,3.44,2.05,20.9
C00544,2028,Computer Science,1,1,1.52,3.31,19.3
C01486,2028,Systems Engineering,0,14,2.35,2.55,20.1
C02427,2028,Mathematical Sciences,0,33,2.58,3.22,12.8
C01155,2028,Civil & Environmental Engineering,0,13,3.46,1.9,23.3
C02659,2028,Mathematical Sciences,0,5,3.43,2,22.6
C03190,2028,Computer Science,0,26,2.96,3.33,20.7
C00479,2028,Data Science,0,21,3.44,2.44,21.4
C03694,2028,Management,0,13,2.66,2.85,13.8
C02059,2028,Behavioral Sciences,0,9,2.12,3.17,17.6
C03028,2028,Systems Engineering,1,18,4,2.92,16.9
C01019,2028,Astronautical Engineering,0,33,3.97,4,29.2
C00075,2028,English,1,36,1.32,3.63,17.2
C02509,2028,Political Science,1,33,1.99,4,15.3
C00007,2028,Management,0,20,1.5,2.61,15.3
C00982,2028,Operations Research,1,31,2.25,3.86,15
C03685,2028,History,0,37,2.94,3.2,16.6
C03352,2028,Management,1,37,2.52,4,4.7
C02986,2028,English,1,22,3.65,3.47,20.7
C00851,2028,Aeronautical Engineering,0,18,3.14,2.3,18.1
C01519,2028,Management,0,19,1.89,1.85,15.3
C00038,2028,Management,1,3,2.95,4,8.4
C03781,2028,English,0,29,2.48,3.18,17.5
C00500,2028,Physics,0,18,3.15,1.47,17.7
C01943,2028,Cyber Science,0,5,2.44,2.92,15.3
C02711,2028,Systems Engineering,0,37,2.96,2.55,24.3
C01449,2028,Management,0,28,4,2.71,14.7
C02755,2028,Economics,0,8,2.57,2.74,19.9
C03932,2028,Philosophy,0,35,2.29,2.45,17.3
C01334,2028,Chemistry,0,25,3.65,3.09,20.6
C02265,2027,Aeronautical Engineering,0,6,4,2.72,21.5
C00660,2027,Economics,0,16,2.83,2.94,15.7
C01787,2027,Military & Strategic Studies,0,40,3.32,3.28,22.8
C02103,2027,Operations Research,0,11,2.03,2.88,20.2
C00934,2027,Cyber Science,0,36,3.75,3.08,19.4
C01601,2027,Data Science,1,9,2.71,4,13.1
C00375,2027,Philosophy,0,16,3.36,3.74,17.9
C01137,2027,Biology,1,32,1.96,4,14.8
C01886,2027,Operations Research,0,5,2.6,3.11,18.9
C03762,2027,Astronautical Engineering,0,40,3.7,2.63,19.1
C02536,2027,Data Science,0,20,2.74,2.61,21.6
C02476,2027,Management,0,6,3.71,3.51,17.5
C03409,2027,Computer Science,0,8,2.63,2.43,18.2
C02419,2027,Management,0,5,1.13,2.99,11.4
C02169,2027,Astronautical Engineering,0,27,3.02,3.61,23.7
C00506,2027,Legal Studies,0,19,2.68,3.33,19.4
C02272,2027,Political Science,1,37,1.86,3.57,13.7
C03935,2027,Astronautical Engineering,0,15,2.06,3.54,21.5
C02502,2027,Management,0,5,3.66,3.71,21.4
C01277,2027,Biology,0,2,2.47,3.04,18.7
C03585,2027,Data Science,0,8,2.19,2.83,20.8
C00428,2027,Biology,0,28,3.15,2.62,23
C00785,2027,Political Science,0,7,2.63,3.91,19
C00800,2027,Computer Science,0,8,2.16,2.49,20.6
C03525,2027,History,0,28,3.85,3.18,18.9
C01375,2027,Economics,0,7,1.95,3.11,16.1
C03213,2027,History,1,17,2.08,3.97,12.5
C02066,2027,History,0,35,2.74,3.14,19.2
C02570,2027,Economics,0,1,1.14,2.17,14.8
C02263,2027,Operations Research,0,13,4,2.89,19.3
C03992,2027,Aeronautical Engineering,0,16,2.38,2.67,21.4
C02130,2027,Management,0,14,2.03,3.34,16.4
C02192,2027,Management,0,19,3.55,2.95,22
C03341,2027,Foreign Area Studies,0,3,2.42,2.75,21
C03013,2027,Management,0,1,3.01,3.85,17.3
C02248,2027,History,0,10,2.74,3.26,14.8
C00714,2027,Physics,0,9,2.67,2.51,23.2
C02786,2027,Management,0,19,1.83,2.6,13.3
C03754,2027,Management,0,5,2.68,2.78,11.2
C02402,2027,Economics,0,35,2.15,3.09,12.6
C00859,2027,Chemistry,0,8,4,3.38,21
C01273,2027,Mechanical Engineering,0,8,2.96,3.67,19.9
C01237,2027,Behavioral Sciences,0,25,2.7,2.94,13.2
C00774,2027,Behavioral Sciences,0,13,3.28,2.69,17.2
C00646,2027,Mechanical Engineering,0,17,3.12,3.21,22.2
C01942,2027,Management,1,6,3.58,3.88,13.6
C02785,2027,Astronautical Engineering,0,27,4,3.34,26.4
C01197,2027,Behavioral Sciences,1,40,2.52,3.74,11.3
C01984,2027,Foreign Area Studies,1,21,2.94,3.79,14.6
C01060,2027,Computer Science,0,39,3.32,2,21.3
C02867,2027,Management,0,10,2.71,2.8,15.8
C03195,2027,Philosophy,0,16,3.68,2.86,15.7
C03134,2027,Astronautical Engineering,0,11,3.41,4,19.2
C03429,2027,Political Science,1,14,2.65,4,16.9
C02335,2027,Astronautical Engineering,0,40,2.14,2.52,20.1
C03851,2027,Management,1,29,3.38,3.46,14.9
C01552,2027,History,0,34,2.23,3.18,20.5
C01704,2027,Systems Engineering,0,25,3.13,3.61,19.3
C00443,2027,Systems Engineering,0,29,1.85,3.58,18.1
C02537,2027,Economics,0,6,2.08,2.64,16.5
C02383,2027,English,1,18,2.63,3.53,13.3
C02482,2027,Economics,0,37,3.01,2.28,20.2
C03047,2027,Astronautical Engineering,1,21,2.17,3.69,13.9
C00527,2027,Astronautical Engineering,0,33,2.4,2.78,26.7
C03541,2027,Electrical & Computer Engineering,0,10,3.01,3.68,16.4
C00340,2027,English,0,5,1.38,2.56,15.4
C02076,2027,Electrical & Computer Engineering,0,21,2.92,2.65,29.8
C00602,2027,Management,0,38,2.82,3.44,17.8
C02950,2027,Civil & Environmental Engineering,0,35,2.64,2.73,19.5
C01703,2027,Systems Engineering,0,34,2.82,3.15,22.7
C00828,2027,Management,0,24,2,3.08,12.6
C00913,2027,Data Science,0,19,1.12,2.85,18.5
C03271,2027,Political Science,0,15,1.43,3.51,15
C01916,2027,Geospatial Science,0,25,2.46,2.47,15.4
C00367,2027,Management,0,5,2.89,2.94,18.3
C00503,2027,Mechanical Engineering,0,35,3.65,2.75,28.5
C03633,2027,Philosophy,0,36,3.17,2.02,16.6
C01927,2027,Chemistry,0,8,3.72,3.55,22
C02040,2027,Management,0,6,2.35,2.83,17.5
C00472,2027,Computer Science,0,26,3.09,2.49,24.5
C02259,2027,Management,0,30,1.86,3.09,8
C02874,2027,Economics,0,6,2.42,3,20
C01795,2027,Management,0,26,1.5,3.65,11.8
C00917,2027,Legal Studies,0,5,2.02,2.6,17.3
C03072,2027,Management,0,4,3.24,3.3,16.4
C00264,2027,Mechanical Engineering,1,21,3.48,3.63,21.3
C02853,2027,Military & Strategic Studies,0,13,3.34,3.22,17.2
C00718,2027,Systems Engineering,0,8,2.93,3.59,29.1
C02090,2027,Meteorology,0,27,3.14,2.37,24.7
C01136,2027,Management,0,31,3.07,2.93,18.5
C01560,2027,Electrical & Computer Engineering,0,13,2.6,2.22,23.6
C00062,2027,Mathematical Sciences,0,15,2.67,3.19,18.3
C00947,2027,Systems Engineering,1,6,2.57,4,19.3
C02372,2027,Management,1,1,2.65,4,7.8
C02716,2027,English,0,5,2.87,3.43,18.1
C00612,2027,Aeronautical Engineering,0,6,2.92,2.37,23
C01813,2027,Foreign Area Studies,0,7,3.5,2.7,12.4
C02457,2027,Management,0,7,1.98,2.84,10.8
C01576,2027,Aeronautical Engineering,0,33,2.67,3.15,18.9
C01021,2027,Economics,0,33,2.12,3.27,12.9
C03821,2027,Electrical & Computer Engineering,0,34,3.84,2.62,27.8
C00688,2027,Management,0,40,2.29,2.16,20.4
C00378,2027,Management,1,21,1.8,4,11.2
C03917,2027,Economics,0,38,2.23,3.63,16.6
C02446,2027,Military & Strategic Studies,0,7,2.45,3,19.1
C00687,2027,Geospatial Science,1,9,1.9,3.83,12
C01452,2027,Management,0,6,2.87,2.71,13.7
C01005,2027,Management,0,20,2.85,3.54,20.7
C03461,2027,Systems Engineering,0,23,2.83,2.68,25.7
C03410,2027,Cyber Science,0,5,3.56,2.32,24.9
C02622,2027,Systems Engineering,1,10,2.68,4,17.3
C01780,2027,Management,0,10,1.91,3.49,12.5
C01800,2027,Mechanical Engineering,0,28,1.78,2.54,22.1
C03241,2027,Economics,0,7,2.04,3.07,13
C00524,2027,Astronautical Engineering,0,2,3.24,3.4,19.7
C03355,2027,Biology,1,21,4,3.63,18.9
C02562,2027,Astronautical Engineering,0,15,3.05,3.02,17
C03472,2027,Electrical & Computer Engineering,1,23,3.72,3.84,21.9
C03730,2027,Mathematical Sciences,0,22,4,2.12,17
C03228,2027,Aeronautical Engineering,0,19,3.29,2.39,17.1
C02390,2027,Management,1,25,3.53,3.88,12.9
C03670,2027,Management,0,14,2.27,2.04,18.2
C01790,2027,Cyber Science,1,31,3.69,3.78,18.1
C02634,2027,Mechanical Engineering,0,23,2.42,2.93,18
C00050,2027,Computer Science,0,38,3.62,2.67,21.1
C03000,2027,Chemistry,1,28,3.09,4,18.2
C03012,2027,Operations Research,0,18,3.32,3.15,17.3
C00376,2027,Computer Science,0,38,2.95,3.56,17.4
C03065,2027,Political Science,0,29,3.06,2.4,20.6
C00280,2027,Systems Engineering,1,34,2.7,3.3,22.4
C02092,2027,Geospatial Science,0,7,2.08,2.56,15.4
C00623,2027,Geospatial Science,0,38,2.01,2.81,19.9
C03810,2027,Legal Studies,1,29,1.45,3.35,7
C03006,2027,Management,0,32,3.36,3.08,16.8
C03818,2027,Management,1,27,3.44,4,13.3
C00630,2027,English,0,36,3.19,3.49,22.4
C02108,2027,English,1,28,3.5,4,18.6
C02352,2027,Philosophy,0,23,3.1,3.72,22.3
C00114,2027,Aeronautical Engineering,0,40,3.81,2.67,23.2
C01641,2027,History,0,30,4,2.69,20.7
C01528,2027,Mathematical Sciences,1,12,4,4,16.8
C00030,2027,Foreign Area Studies,0,24,3.87,1.66,14.9
C00109,2027,Mechanical Engineering,1,5,2.29,4,15.2
C00029,2027,Behavioral Sciences,1,33,3.54,4,16.3
C03407,2027,Electrical & Computer Engineering,0,8,2.29,3.2,18.5
C02079,2027,Management,0,8,2.73,3.73,15.1
C02553,2027,Cyber Science,0,37,3.5,4,23
C01479,2027,Management,0,27,1.85,2.3,14
C03386,2027,Biology,0,31,3.73,2.92,23
C01779,2027,Mathematical Sciences,0,38,2.78,2.2,20.6
C01792,2027,Aeronautical Engineering,0,38,3.71,2.97,27
C00027,2027,Electrical & Computer Engineering,0,21,3.94,2.71,23
C03361,2027,Aeronautical Engineering,0,11,3.21,3.18,21.6
C00327,2027,Geospatial Science,0,26,3.46,3.03,16.1
C03354,2027,Management,0,22,2.03,1.7,15.1
C02094,2027,Cyber Science,0,34,4,3.52,22.3
C02019,2027,Management,1,5,2.95,4,7.3
C03490,2027,Mechanical Engineering,0,18,2.66,3.53,16.9
C03776,2027,Operations Research,0,14,3.53,2.65,22.7
C03724,2027,Aeronautical Engineering,1,24,3.02,3.78,19.3
C00343,2027,English,0,4,1.31,3.04,15.6
C03727,2027,Management,0,37,2.83,2.5,9.4
C00570,2027,Data Science,0,6,3,2.6,17.6
C01456,2027,Management,0,40,3.44,1.7,19.1
C03176,2027,Management,0,33,2.82,2.95,11.5
C00501,2027,Aeronautical Engineering,0,21,2.79,2.82,24.6
C03764,2027,Computer Science,0,40,3.13,2.41,22.2
C02944,2027,Management,0,38,1.55,2.87,10.8
C00333,2027,Management,0,19,2.89,2.88,19
C03872,2027,Management,0,20,2.89,3.16,24.1
C02802,2027,Computer Science,0,26,2.66,2.44,16.2
C01911,2027,Systems Engineering,0,14,3.46,2.66,14
C02046,2027,Operations Research,0,38,3.35,2.63,14.7
C02839,2027,Aeronautical Engineering,0,21,2.64,3.26,21.9
C02763,2027,Political Science,1,40,2.36,4,15.8
C01647,2027,Management,0,8,2.65,2.41,15.3
C00683,2027,Civil & Environmental Engineering,0,32,3.88,2.33,29.4
C01820,2027,Management,0,5,3.09,2.76,15.4
C00180,2027,Management,1,38,1.43,4,6.4
C00970,2027,Economics,0,14,2.99,3.51,19.3
C02768,2027,Electrical & Computer Engineering,1,36,2.93,3.02,15.3
C00048,2027,Management,0,6,2.85,3.81,14.9
C00484,2027,Meteorology,0,15,1.74,2.62,16.4
C01031,2027,Systems Engineering,0,21,3.43,3.94,20.4
C03980,2027,Computer Science,0,17,2.42,3.88,23.4
C00642,2027,Management,0,36,3.18,3.3,21.8
C00059,2027,Mechanical Engineering,0,15,2.93,2.9,22.8
C01841,2027,Management,1,18,2.28,3.44,12.5
C00695,2027,Electrical & Computer Engineering,0,33,3.95,3.02,22.4
C02770,2027,Chemistry,0,22,2.54,3.64,18.6
C02868,2027,Astronautical Engineering,0,13,2.44,1.96,22.1
C00802,2027,Legal Studies,1,23,3.21,3.07,20.7
C00217,2027,Aeronautical Engineering,0,7,3.76,3.89,18.9
C02600,2027,Cyber Science,0,8,3.89,2.87,19.4
C02027,2027,Civil & Environmental Engineering,1,32,2.43,3.92,15.6
C00648,2027,Systems Engineering,0,4,2.98,3.02,16.2
C01701,2027,Political Science,0,1,2.18,3.11,17.5
C01799,2027,Meteorology,0,4,3.3,2.39,22.2
C00941,2027,Aeronautical Engineering,0,29,3.25,3.42,14.7
C00998,2027,Chemistry,1,9,3.15,4,13.5
C03158,2027,Management,1,7,3.2,3.77,12
C02077,2027,Systems Engineering,0,17,3.19,3.19,22.3
C00380,2027,Cyber Science,0,18,1.78,2.4,19.8
C03039,2027,Systems Engineering,0,12,3.97,3.17,24
C00046,2027,Foreign Area Studies,1,2,3.75,4,13.1
C03800,2027,Meteorology,1,12,3.05,2.96,19.5
C01327,2027,History,0,32,1.34,2.94,15
C00556,2027,Foreign Area Studies,0,17,2.15,2.23,14.9
C02836,2027,History,0,28,2.69,2.18,20.6
C00049,2027,Chemistry,1,31,3.06,2.91,21.7
C01261,2027,English,0,29,3.2,3.52,15.9
C02190,2027,Astronautical Engineering,0,32,3.67,1.95,24.9
C03326,2027,Management,0,6,2.85,2.75,19.5
C00731,2027,Political Science,1,30,3.86,3,20.2
C02752,2027,Economics,0,26,2.95,3.87,15.1
C03242,2027,Management,1,23,2.07,4,14.3
C01228,2027,Civil & Environmental Engineering,1,10,3.68,4,19.2
C00839,2027,Management,0,37,3.69,3.17,14
C01171,2027,Civil & Environmental Engineering,1,23,3.96,3.55,20.5
C02578,2027,Military & Strategic Studies,0,20,2.22,3.49,14.7
C02971,2027,English,0,25,2.2,3.14,17.9
C03720,2027,Philosophy,0,29,3.81,1.59,20.5
C02311,2027,Management,0,16,2.94,2.86,15.4
C01981,2027,Systems Engineering,1,8,2.37,3.73,16.4
C02599,2027,Computer Science,0,13,3.4,3.32,21.4
C00166,2027,Economics,0,32,2.66,2.23,14.5
C01806,2027,Data Science,1,7,1.7,4,11.5
C03272,2027,Legal Studies,0,32,1.51,2.78,13.7
C01561,2027,Political Science,0,10,2.61,3.3,18.5
C03711,2027,Meteorology,1,15,2.67,3.83,18.7
C01786,2027,Computer Science,0,40,2.12,3.35,16.1
C02772,2027,Economics,0,26,3.64,3.51,21.4
C01614,2027,Political Science,0,1,2.27,3.41,16.1
C02781,2027,Cyber Science,1,30,3.97,3.76,20.8
C01077,2027,Biology,0,4,3.13,2.53,24.6
C03569,2027,Military & Strategic Studies,0,8,2.6,3.25,15.5
C02636,2027,Cyber Science,1,18,2.07,4,18
C02589,2027,Management,1,34,1.8,3.2,11.9
C02400,2027,History,0,34,3.09,3.35,16.6
C03736,2027,Computer Science,0,13,2.2,3.93,19
C01794,2027,Economics,0,22,2.87,3.65,15.1
C03843,2027,Management,1,24,2.77,3.84,11.2
C02917,2027,Systems Engineering,0,5,1.76,2.17,13.2
C03200,2027,Geospatial Science,1,24,2.4,4,15.2
C01509,2027,Geospatial Science,0,7,3.09,2.87,14.5
C00686,2027,Meteorology,0,11,2.56,2.17,19.9
C02369,2027,Legal Studies,0,36,2.15,3.54,19.9
C01379,2027,History,0,18,1.72,2.3,19.6
C00053,2027,Mechanical Engineering,0,12,3.6,4,23.1
C03692,2027,Systems Engineering,1,4,3.85,3.84,19.1
C01740,2027,Biology,0,29,3.45,2.55,21.6
C00265,2027,Political Science,0,27,2,2.74,15.4
C01685,2027,Economics,1,30,2.84,3.11,17.5
C00442,2027,Systems Engineering,0,27,2.58,2.95,18.3
C03542,2027,Systems Engineering,0,6,2.51,2.31,17
C00091,2027,Behavioral Sciences,1,39,2.88,4,13.2
C03469,2027,History,1,34,2.81,4,20
C03394,2027,Geospatial Science,0,9,3.43,2.89,19
C01380,2027,Foreign Area Studies,1,39,1.64,4,9.6
C03782,2027,Electrical & Computer Engineering,0,5,3.07,2.6,18.6
C01893,2027,Aeronautical Engineering,0,5,3.08,2.82,18.4
C03856,2027,Management,1,32,2.7,3.87,4.6
C02990,2027,Cyber Science,0,8,4,4,26
C03138,2027,Aeronautical Engineering,0,21,2.63,3.23,21.7
C03543,2027,Biology,0,4,1.89,3.22,20
C02821,2027,Management,0,16,2.75,3.26,11.8
C00232,2027,Management,1,38,3.34,4,14
C02195,2027,Computer Science,0,25,3.91,4,25.8
C01319,2027,Management,0,10,1.96,2.49,12.9
C03103,2027,Mathematical Sciences,1,36,2.64,4,17.1
C03616,2027,Management,0,14,1.91,2.41,14.4
C00649,2027,Mathematical Sciences,1,26,2.97,4,16.1
C01968,2027,Military & Strategic Studies,0,33,3.9,3.53,19.8
C03061,2027,Civil & Environmental Engineering,0,16,3.1,3.45,24.4
C02512,2027,Management,0,22,2.53,3.85,16.4
C00165,2027,Aeronautical Engineering,0,8,2.49,2.16,16.6
C03640,2027,Military & Strategic Studies,0,18,1.72,3.58,8.5
C02243,2027,Political Science,1,24,4,3.67,19
C01737,2027,Aeronautical Engineering,0,4,3.92,1.98,24.5
C02420,2027,Management,1,16,3.02,4,9.6
C03748,2027,Operations Research,0,16,3.99,2.3,21.2
C02389,2027,Computer Science,0,18,3.17,3.66,22.1
C03767,2027,Legal Studies,0,27,2.77,2.45,16.9
C01923,2027,Biology,1,4,3.21,3.64,19.1
C01079,2027,Operations Research,0,18,3.28,2.36,22.3
C02905,2027,Biology,0,37,2.68,2.99,14.5
C03522,2027,Meteorology,1,39,4,3.86,20.9
C03756,2027,Operations Research,0,11,2.53,2.58,17.2
C01856,2027,Management,0,10,2.06,3.8,16.7
C03773,2027,Management,0,33,2.23,3.24,14.1
C01399,2027,Management,0,17,2.05,3.13,16.3
C01788,2027,Systems Engineering,0,27,2.24,2.98,18
C00926,2027,Management,0,30,3.5,2.89,22.6
C01007,2027,Management,0,12,2.1,4,13.4
C02988,2027,Management,0,12,2.11,2.67,14.8
C03156,2027,Economics,1,40,2.96,3.38,10.3
C03766,2027,Mechanical Engineering,0,13,3.61,2.56,27.6
C03718,2027,Operations Research,0,35,2.88,1.38,21.2
C01405,2027,Astronautical Engineering,1,23,2.35,2.57,15.4
C02429,2027,Meteorology,0,18,2.83,2.38,19.2
C00156,2027,Aeronautical Engineering,0,34,2.59,3.57,19.9
C00040,2027,Foreign Area Studies,0,22,2.4,3.18,21.1
C02044,2027,History,0,12,3.49,3.33,19.7
C00734,2027,Civil & Environmental Engineering,0,27,3.37,2.76,22.7
C00498,2027,English,0,38,2.09,4,16.3
C01980,2027,Chemistry,0,4,4,3.37,19.8
C01161,2027,Systems Engineering,1,16,2.57,4,20.9
C01716,2027,Economics,0,12,3.41,2.53,15.6
C03238,2027,Military & Strategic Studies,0,23,1.2,2.85,19.4
C02609,2027,Operations Research,0,21,3.64,3.26,23.4
C01954,2027,Systems Engineering,0,27,3.64,2.11,21.2
C00532,2027,Electrical & Computer Engineering,0,23,3.14,3.35,21.9
C00727,2027,History,0,36,3.1,3.31,23
C01613,2027,Behavioral Sciences,0,24,2.61,3.11,14.6
C01648,2027,Meteorology,0,36,3.47,2.71,28.3
C02026,2027,Military & Strategic Studies,0,14,3.84,2.71,18.8
C01463,2027,Mechanical Engineering,0,30,3.05,3.75,22.9
C02443,2027,Systems Engineering,0,9,3.32,3.14,19.3
C02965,2027,Civil & Environmental Engineering,0,32,2.82,2.14,19.9
C03230,2027,Military & Strategic Studies,1,30,2.76,2.99,14.6
C00255,2027,Meteorology,0,17,4,2.13,27.1
C03188,2027,History,1,27,3.05,4,13.7
C01507,2027,Chemistry,0,32,4,3.16,17.9
C04020,2027,Management,0,40,2.11,3.33,8.8
C00415,2027,Management,0,33,1.87,2.66,17.8
C02737,2027,Management,1,27,3.43,4,16.3
C01292,2027,Mechanical Engineering,0,17,3.87,2.99,19.7
C01858,2027,Behavioral Sciences,0,12,3.56,1.8,16
C00398,2027,Computer Science,1,22,2.74,4,19.8
C00594,2027,Computer Science,1,31,3.61,3.85,18.6
C03099,2027,Political Science,0,32,2.65,3.08,17.6
C00417,2027,Military & Strategic Studies,0,6,1.83,3.03,16.6
C01036,2027,Astronautical Engineering,0,5,3.51,3.05,25.4
C04009,2027,Political Science,0,24,3.21,2.35,19.3
C03459,2027,Computer Science,1,5,3.6,3.56,15.6
C00508,2027,Physics,0,7,3.14,3.6,20.6
C00169,2027,Management,0,27,3,2.43,14.7
C01781,2027,English,0,19,3.25,2.12,19
C01262,2027,Computer Science,1,21,3.58,4,17.9
C00474,2027,Biology,0,14,2.74,2.25,16.6
C01758,2027,Management,0,16,2.83,3.28,13.8
C00705,2027,Cyber Science,0,33,2.91,3.04,17.4
C02387,2027,Management,0,24,2.77,3.23,14.5
C00738,2027,Philosophy,0,16,2.6,2.18,17.6
C01775,2027,Political Science,0,20,3.51,3.03,21.1
C01392,2027,Management,0,6,3.2,3.13,19.3
C02642,2027,Systems Engineering,0,28,3.34,3.69,22
C02929,2027,Cyber Science,0,24,3.02,2.98,24.9
C00209,2027,Biology,0,11,2.6,2.45,18.8
C01944,2027,Civil & Environmental Engineering,0,32,3.76,2.61,18.8
C02437,2027,Management,0,2,1.51,2.77,14.2
C00017,2027,Political Science,1,14,2.01,3.78,8.7
C00471,2027,Aeronautical Engineering,1,3,3.5,3.36,18
C03491,2027,Management,1,29,3.66,4,21.4
C00541,2027,Management,0,25,2.51,2.3,16.7
C01125,2027,Aeronautical Engineering,0,3,3.2,3.12,20.7
C02764,2027,Military & Strategic Studies,0,26,3.97,2.61,20.9
C02963,2027,Electrical & Computer Engineering,0,3,3.78,3.12,29.7
C00408,2027,Civil & Environmental Engineering,0,13,2.85,3.18,22.7
C00135,2027,English,0,14,3.03,3.25,21.8
C01388,2027,Military & Strategic Studies,0,32,2.49,2.4,15.5
C03042,2027,Physics,0,26,2.05,3.22,15.9
C03125,2027,Management,0,20,2.21,3.95,17.8
C03396,2027,Aeronautical Engineering,0,39,2.61,2.72,20.8
C04030,2027,Operations Research,0,18,3.12,3.04,24.5
C00279,2027,Computer Science,0,8,1.19,3.37,19.4
C01941,2027,Astronautical Engineering,0,28,2.83,3.8,25.4
C03788,2027,Data Science,0,22,3.76,3.75,17.8
C02454,2027,Foreign Area Studies,0,31,2.11,2.51,15.2
C00358,2027,Management,0,24,3.59,2.69,18
C00601,2027,Biology,0,18,4,3.4,24
C03482,2027,Aeronautical Engineering,0,36,2.81,3.21,17.8
C02256,2027,English,0,39,2.13,3.69,14.2
C01248,2027,Philosophy,0,25,2.21,2.44,18.6
C02934,2027,Behavioral Sciences,0,21,2.6,2.27,19.5
C00823,2027,Meteorology,0,10,3.9,3.13,21.4
C01459,2027,Cyber Science,0,25,2.56,2.61,23
C00565,2027,Management,1,40,2.82,4,12.6
C00371,2027,Electrical & Computer Engineering,0,11,2.31,3.56,20.9
C01999,2027,Military & Strategic Studies,0,14,3.22,3.86,17
C00113,2027,Management,0,15,3.65,3.03,20.3
C01855,2027,Management,0,27,2.91,3.07,17.1
C01308,2027,Foreign Area Studies,0,32,2.18,2.48,13
C02982,2027,Mathematical Sciences,0,8,2.82,2.42,21.4
C02927,2027,Mechanical Engineering,0,18,2.04,3.68,15
C03393,2027,Foreign Area Studies,0,33,3.35,4,21
C01204,2027,Meteorology,0,19,3.19,3.13,24.4
C02018,2027,Computer Science,1,7,3.81,3.72,25.3
C00907,2027,Management,0,25,3.21,3.01,18.8
C02058,2027,Management,0,13,4,2.17,20.9
C02261,2027,Meteorology,0,17,3.07,2.6,15.8
C02954,2027,Economics,0,33,1.79,2.13,15.9
C02654,2027,Civil & Environmental Engineering,0,10,2.57,3.48,20.2
C00266,2027,Management,0,13,3.56,2.64,21.5
C01177,2027,Philosophy,0,39,3.86,3.5,19.8
C02792,2027,Computer Science,0,8,2.78,1.94,20.6
C03293,2027,History,1,4,3.4,4,20.2
C02288,2027,Management,0,38,4,2.91,17.1
C03425,2027,Management,0,20,3.63,2.86,19.9
